Sample.Number,X,Y,Z,Cu,Au,Mo,As,Cp,Py,TS,Alteration
13447,651113.04,4765687.48,-330.06,-0.434,1.201,-0.149,-0.277,-0.452,0.607,0.042,PHY
13447,651113.04,4765687.48,-330.06,-0.432,1.263,-0.59,0.348,-0.506,0.682,-0.119,PHY
13447,651113.04,4765687.48,-330.06,-0.431,1.457,-0.261,0.17,-0.458,0.569,-0.017,PHY
13447,651113.04,4765687.48,-330.06,-0.444,1.219,-0.348,-0.135,-0.562,0.494,-0.18,PHY
13447,651113.04,4765687.48,-330.06,-0.322,1.193,-0.514,0.216,-0.539,0.866,-0.135,PHY
13447,651113.04,4765687.48,-330.06,-0.418,1.128,-0.598,-0.171,-0.635,0.719,-0.207,PHY
13447,651113.04,4765687.48,-330.06,-0.362,1.729,-0.442,0.311,-0.585,0.749,-0.108,PHY
13447,651113.04,4765687.48,-330.06,-0.583,1.022,-0.879,0.125,-0.553,0.582,-0.147,PHY
13447,651113.04,4765687.48,-330.06,-0.359,1.471,-0.462,0.177,-0.617,0.668,-0.228,PHY
13447,651113.04,4765687.48,-330.06,-0.351,1.378,-0.23,-0.216,-0.616,0.6,-0.204,PHY
13447,651113.04,4765687.48,-330.06,-0.444,1.379,-0.428,0.184,-0.541,0.511,-0.172,PHY
13447,651113.04,4765687.48,-330.06,-0.426,1.132,-0.751,0.089,-0.613,0.782,-0.197,PHY
13447,651113.04,4765687.48,-330.06,-0.431,1.578,-0.383,0.102,-0.579,0.555,-0.142,PHY
13447,651113.04,4765687.48,-330.06,-0.456,2.375,-0.589,1.029,-0.65,0.348,-0.311,PHY
13447,651113.04,4765687.48,-330.06,-0.642,0.744,-0.92,-0.351,-0.628,0.488,-0.225,PHY
13447,651113.04,4765687.48,-330.06,-0.496,1.614,-0.3,-0.697,-0.724,0.497,-0.141,PHY
13447,651113.04,4765687.48,-330.06,-0.512,1.855,-0.388,0.457,-0.505,0.403,-0.066,PHY
13447,651113.04,4765687.48,-330.06,-0.54,1.11,-0.666,-0.122,-0.57,0.585,-0.12,PHY
13447,651113.04,4765687.48,-330.06,-0.155,1.704,-0.403,0.407,-0.726,0.853,-0.407,PHY
13447,651113.04,4765687.48,-330.06,-0.35,1.699,-0.049,-0.5,-0.631,0.683,-0.041,PHY
13447,651113.04,4765687.48,-330.06,-0.284,1.758,-0.297,0.365,-0.59,0.728,-0.177,PHY
13447,651113.04,4765687.48,-330.06,-0.443,1.27,-0.243,-0.156,-0.531,0.469,-0.132,PHY
13447,651113.04,4765687.48,-330.06,-0.49,1.307,-0.019,0.451,-0.186,0.447,0.232,PHY
13447,651113.04,4765687.48,-330.06,-0.42,1.056,-0.473,0.55,-0.383,0.599,-0.094,PHY
13447,651113.04,4765687.48,-330.06,-0.344,2.413,-0.26,-0.226,-0.875,0.575,-0.299,PHY
13447,651113.04,4765687.48,-330.06,-0.19,1.644,0.016,0.828,-0.312,0.838,0.061,PHY
13447,651113.04,4765687.48,-330.06,-0.325,1.98,-0.178,0.954,-0.385,0.638,0.014,PHY
13447,651113.04,4765687.48,-330.06,-0.53,1.168,-0.569,-0.115,-0.577,0.482,-0.17,PHY
13447,651113.04,4765687.48,-330.06,-0.358,1.571,0.011,0.119,-0.424,0.57,0.024,PHY
13447,651113.04,4765687.48,-330.06,-0.668,0.833,-1.01,-0.355,-0.717,0.37,-0.36,PHY
13447,651113.04,4765687.48,-330.06,-0.397,1.549,-0.576,0.401,-0.576,0.698,-0.164,PHY
13447,651113.04,4765687.48,-330.06,-0.711,0.502,-1.319,0.657,-0.442,0.454,-0.227,PHY
13447,651113.04,4765687.48,-330.06,-0.632,0.889,-1.136,0.23,-0.63,0.472,-0.329,PHY
13447,651113.04,4765687.48,-330.06,-0.207,2.001,0.236,0.105,-0.515,0.692,-0.021,PHY
13447,651113.04,4765687.48,-330.06,-0.574,1.421,-0.474,-0.068,-0.594,0.283,-0.203,PHY
13447,651113.04,4765687.48,-330.06,-0.38,1.623,-0.396,-0.272,-0.782,0.515,-0.373,PHY
13447,651113.04,4765687.48,-330.06,-0.338,1.752,-0.106,0.285,-0.492,0.599,-0.056,PHY
13447,651113.04,4765687.48,-330.06,-0.445,1.707,-0.36,0.006,-0.635,0.484,-0.186,PHY
13447,651113.04,4765687.48,-330.06,-0.209,1.375,0.006,-0.152,-0.599,0.666,-0.253,PHY
13447,651113.04,4765687.48,-330.06,-0.353,1.818,-0.145,0.235,-0.568,0.501,-0.166,PHY
13486,651152.53,4765673.85,-395.91,-0.616,0.69,0.192,-0.429,0.168,-0.219,-0.363,PHY
13486,651152.53,4765673.85,-395.91,-0.4,0.674,0.157,0.263,0.228,0.082,-0.429,PHY
13486,651152.53,4765673.85,-395.91,-0.363,0.626,0.771,-0.566,0.197,-0.182,-0.45,PHY
13486,651152.53,4765673.85,-395.91,-0.313,0.77,0.37,0.407,0.26,0.054,-0.46,PHY
13486,651152.53,4765673.85,-395.91,-0.531,-0.041,0.402,-0.198,0.443,-0.15,-0.251,PHY
13486,651152.53,4765673.85,-395.91,-0.29,1.209,1.022,0.048,0.322,-0.161,-0.299,PHY
13486,651152.53,4765673.85,-395.91,-0.488,0.807,0.341,-0.431,0.104,-0.162,-0.47,PHY
13486,651152.53,4765673.85,-395.91,-0.267,0.536,0.926,0.218,0.467,-0.078,-0.29,PHY
13486,651152.53,4765673.85,-395.91,-0.371,0.407,0.83,0.146,0.528,-0.106,-0.173,PHY
13486,651152.53,4765673.85,-395.91,-0.413,0.642,0.451,-0.15,0.223,-0.103,-0.434,PHY
13486,651152.53,4765673.85,-395.91,-0.485,1.058,0.605,0.462,0.433,-0.231,-0.188,PHY
13486,651152.53,4765673.85,-395.91,-0.48,0.121,0.641,-0.242,0.41,-0.306,-0.347,PHY
13486,651152.53,4765673.85,-395.91,-0.469,0.074,0.387,-0.441,0.334,0.015,-0.278,PHY
13486,651152.53,4765673.85,-395.91,-0.434,0.537,0.546,-0.189,0.3,-0.132,-0.349,PHY
13486,651152.53,4765673.85,-395.91,-0.363,1.131,0.647,0.326,0.327,-0.067,-0.284,PHY
13486,651152.53,4765673.85,-395.91,-0.422,0.585,0.561,-0.53,0.231,-0.016,-0.309,PHY
13486,651152.53,4765673.85,-395.91,-0.565,0.264,0.315,-0.434,0.218,-0.345,-0.494,PHY
13486,651152.53,4765673.85,-395.91,-0.319,0.62,0.821,-0.242,0.3,-0.115,-0.379,PHY
13486,651152.53,4765673.85,-395.91,-0.229,0.998,0.638,-0.095,0.142,0.104,-0.481,PHY
13486,651152.53,4765673.85,-395.91,-0.385,0.649,0.656,-0.183,0.309,-0.072,-0.312,PHY
13486,651152.53,4765673.85,-395.91,-0.276,0.581,0.614,0.651,0.481,0.078,-0.276,PHY
13486,651152.53,4765673.85,-395.91,-0.414,0.879,0.503,0.146,0.225,-0.262,-0.507,PHY
13486,651152.53,4765673.85,-395.91,-0.625,0.4,0.266,-0.543,0.157,-0.443,-0.526,PHY
13486,651152.53,4765673.85,-395.91,-0.414,0.344,0.536,-0.515,0.221,-0.12,-0.441,PHY
13486,651152.53,4765673.85,-395.91,-0.327,0.51,1.092,-0.304,0.464,-0.126,-0.172,PHY
13486,651152.53,4765673.85,-395.91,-0.332,0.702,0.565,0.431,0.421,0.064,-0.248,PHY
13486,651152.53,4765673.85,-395.91,-0.493,0.799,0.386,-0.307,0.144,-0.234,-0.476,PHY
13486,651152.53,4765673.85,-395.91,-0.403,0.753,0.278,-0.242,0.102,0.001,-0.506,PHY
13486,651152.53,4765673.85,-395.91,-0.498,0.39,0.366,-0.745,0.158,-0.084,-0.397,PHY
13486,651152.53,4765673.85,-395.91,-0.314,0.338,0.742,-0.135,0.393,0.016,-0.292,PHY
13486,651152.53,4765673.85,-395.91,-0.387,0.407,0.433,-0.207,0.226,-0.078,-0.483,PHY
13486,651152.53,4765673.85,-395.91,-0.372,0.481,0.515,0.146,0.381,0.016,-0.296,PHY
13486,651152.53,4765673.85,-395.91,-0.475,0.869,0.585,0.397,0.389,-0.334,-0.338,PHY
13486,651152.53,4765673.85,-395.91,-0.244,0.565,0.778,0.048,0.388,0.138,-0.266,PHY
13486,651152.53,4765673.85,-395.91,-0.415,0.809,0.451,-0.223,0.155,-0.131,-0.478,PHY
13486,651152.53,4765673.85,-395.91,-0.437,0.713,0.402,0.462,0.385,-0.108,-0.315,PHY
13486,651152.53,4765673.85,-395.91,-0.379,0.935,0.308,-0.182,0.045,-0.063,-0.593,PHY
13486,651152.53,4765673.85,-395.91,-0.487,-0.39,0.518,-0.481,0.45,-0.151,-0.298,PHY
13486,651152.53,4765673.85,-395.91,-0.303,0.662,1.139,-0.404,0.402,-0.127,-0.21,PHY
13486,651152.53,4765673.85,-395.91,-0.321,0.368,0.409,0.145,0.342,0.154,-0.345,PHY
13486,651152.53,4765673.85,-395.91,-0.315,0.664,0.644,-0.042,0.33,0.101,-0.272,PHY
13486,651152.53,4765673.85,-395.91,-0.427,0.812,0.909,0.215,0.54,-0.183,-0.067,PHY
13486,651152.53,4765673.85,-395.91,-0.586,0.296,0.418,-0.191,0.407,-0.242,-0.221,PHY
13486,651152.53,4765673.85,-395.91,-0.687,0.568,-0.003,-0.303,0.166,-0.306,-0.42,PHY
13486,651152.53,4765673.85,-395.91,-0.624,0.456,0.225,-0.141,0.305,-0.283,-0.324,PHY
13486,651152.53,4765673.85,-395.91,-0.276,0.49,0.597,-0.313,0.204,0.073,-0.467,PHY
13486,651152.53,4765673.85,-395.91,-0.516,0.534,0.331,0.024,0.341,-0.116,-0.281,PHY
13486,651152.53,4765673.85,-395.91,-0.349,0.07,0.627,-0.469,0.304,-0.037,-0.412,PHY
13486,651152.53,4765673.85,-395.91,-0.278,0.711,0.618,0.594,0.475,0.164,-0.196,PHY
13486,651152.53,4765673.85,-395.91,-0.412,0.278,0.38,0.277,0.457,0.075,-0.222,PHY
13490,651156.75,4765672.32,-402.53,-0.197,0.806,-0.294,-0.281,0.258,0.739,0.71,PHY
13490,651156.75,4765672.32,-402.53,-0.059,0.754,-0.262,0.082,0.333,0.978,0.744,PHY
13490,651156.75,4765672.32,-402.53,-0.289,0.462,-0.09,-0.955,0.326,0.664,0.881,PHY
13490,651156.75,4765672.32,-402.53,-0.119,0.818,-0.174,-0.109,0.286,0.741,0.666,PHY
13490,651156.75,4765672.32,-402.53,-0.226,0.483,-0.272,-0.488,0.289,0.681,0.703,PHY
13490,651156.75,4765672.32,-402.53,-0.279,0.549,-0.261,-0.401,0.363,0.67,0.83,PHY
13490,651156.75,4765672.32,-402.53,-0.076,0.481,0.347,-0.751,0.457,0.834,0.965,PHY
13490,651156.75,4765672.32,-402.53,-0.242,0.761,-0.41,0.435,0.505,0.839,0.952,PHY
13490,651156.75,4765672.32,-402.53,-0.223,0.162,-0.076,-0.437,0.492,0.707,0.893,PHY
13490,651156.75,4765672.32,-402.53,-0.398,0.303,-0.687,-0.64,0.237,0.669,0.721,PHY
13490,651156.75,4765672.32,-402.53,-0.192,0.744,-0.19,-0.446,0.301,0.797,0.811,PHY
13490,651156.75,4765672.32,-402.53,-0.012,0.257,0.221,-0.68,0.501,1.134,1.05,PHY
13490,651156.75,4765672.32,-402.53,0.015,0.888,0.391,-0.36,0.448,0.936,0.964,PHY
13490,651156.75,4765672.32,-402.53,-0.199,0.377,-0.479,0.076,0.385,0.822,0.733,PHY
13490,651156.75,4765672.32,-402.53,-0.339,0.323,-0.281,-0.866,0.283,0.55,0.746,PHY
13490,651156.75,4765672.32,-402.53,-0.114,0.923,-0.075,-0.554,0.242,0.883,0.792,PHY
13490,651156.75,4765672.32,-402.53,-0.037,0.49,-0.088,-0.666,0.262,1.023,0.748,PHY
13490,651156.75,4765672.32,-402.53,-0.058,1.037,0.108,-0.46,0.251,0.799,0.74,PHY
13490,651156.75,4765672.32,-402.53,0.081,0.877,0.644,-0.978,0.34,0.943,0.91,PHY
13490,651156.75,4765672.32,-402.53,-0.062,1.12,-0.109,0.221,0.404,1.018,0.924,PHY
13490,651156.75,4765672.32,-402.53,-0.148,0.499,-0.032,-0.185,0.461,0.775,0.87,PHY
13490,651156.75,4765672.32,-402.53,0.006,0.827,-0.036,-0.17,0.279,0.93,0.681,PHY
13490,651156.75,4765672.32,-402.53,-0.409,0.23,-0.743,-0.846,0.137,0.583,0.579,PHY
13490,651156.75,4765672.32,-402.53,-0.263,0.859,-0.257,-0.905,0.121,0.643,0.669,PHY
13490,651156.75,4765672.32,-402.53,-0.017,1.19,0.058,-0.212,0.274,0.941,0.797,PHY
13490,651156.75,4765672.32,-402.53,-0.068,0.985,0.029,-0.275,0.303,0.847,0.785,PHY
13490,651156.75,4765672.32,-402.53,0.013,0.914,0.557,-0.318,0.485,0.773,0.937,PHY
13490,651156.75,4765672.32,-402.53,-0.02,1.141,-0.092,-0.043,0.219,0.861,0.638,PHY
13490,651156.75,4765672.32,-402.53,-0.199,0.193,0.157,-1.055,0.399,0.68,0.883,PHY
13490,651156.75,4765672.32,-402.53,-0.31,0.663,-0.418,0.051,0.419,0.673,0.858,PHY
13490,651156.75,4765672.32,-402.53,0.03,0.995,0.287,-0.148,0.472,1.088,1.039,PHY
13490,651156.75,4765672.32,-402.53,-0.324,-0.178,-0.433,-0.341,0.505,0.711,0.867,PHY
13490,651156.75,4765672.32,-402.53,0.002,0.795,0.316,-0.06,0.522,0.923,0.977,PHY
13490,651156.75,4765672.32,-402.53,-0.208,0.722,-0.185,-0.283,0.383,0.818,0.901,PHY
13490,651156.75,4765672.32,-402.53,-0.121,0.363,0.332,-0.611,0.5,0.671,0.914,PHY
13490,651156.75,4765672.32,-402.53,-0.162,0.219,-0.646,-0.358,0.216,0.981,0.608,PHY
13490,651156.75,4765672.32,-402.53,0.159,1.169,0.413,0.034,0.472,1.237,1.034,PHY
13490,651156.75,4765672.32,-402.53,-0.203,0.642,-0.136,-0.638,0.314,0.808,0.855,PHY
13490,651156.75,4765672.32,-402.53,-0.189,0.85,-0.096,-0.893,0.163,0.714,0.707,PHY
13490,651156.75,4765672.32,-402.53,-0.067,0.639,0.028,0.021,0.475,0.878,0.878,PHY
13490,651156.75,4765672.32,-402.53,-0.197,0.616,-0.226,-0.643,0.236,0.75,0.713,PHY
13490,651156.75,4765672.32,-402.53,0.008,0.803,-0.04,-0.527,0.192,0.976,0.655,PHY
13490,651156.75,4765672.32,-402.53,-0.206,0.439,-0.032,-0.963,0.288,0.718,0.798,PHY
13490,651156.75,4765672.32,-402.53,-0.09,1.307,-0.322,-0.476,-0.007,0.833,0.5,PHY
13490,651156.75,4765672.32,-402.53,-0.012,1.261,0.125,-0.208,0.259,0.857,0.752,PHY
13490,651156.75,4765672.32,-402.53,-0.189,0.029,-0.285,-0.827,0.315,0.878,0.762,PHY
13490,651156.75,4765672.32,-402.53,-0.124,0.583,-0.175,-0.476,0.269,0.83,0.705,PHY
13490,651156.75,4765672.32,-402.53,-0.293,0.865,-0.262,-0.373,0.268,0.544,0.728,PHY
13490,651156.75,4765672.32,-402.53,-0.186,0.582,-0.636,0.098,0.259,0.863,0.621,PHY
13490,651156.75,4765672.32,-402.53,0.04,1.256,0.021,0.462,0.384,0.974,0.797,PHY
13649,650480.34,4765465.15,923.52,-0.614,0.095,0.101,0.488,-0.258,0.998,0.599,AAA
13649,650480.34,4765465.15,923.52,-0.653,-0.358,-0.196,0.292,-0.266,1.18,0.636,AAA
13649,650480.34,4765465.15,923.52,-1.342,-0.113,-0.456,-0.023,-0.355,1.122,0.487,AAA
13649,650480.34,4765465.15,923.52,-1.194,-0.081,0.707,0.052,-0.48,1.03,0.393,AAA
13649,650480.34,4765465.15,923.52,-0.619,-0.006,0.745,-0.138,-0.288,0.931,0.573,AAA
13649,650480.34,4765465.15,923.52,-0.336,-1.586,1.467,0.93,-0.316,0.908,0.456,AAA
13649,650480.34,4765465.15,923.52,-0.322,-0.131,-1.81,-0.19,-0.197,1.13,0.613,AAA
13649,650480.34,4765465.15,923.52,-1.412,1.487,-0.164,0.31,-0.335,0.962,0.539,AAA
13649,650480.34,4765465.15,923.52,0.061,0.225,0.819,-0.952,-0.26,1.082,0.637,AAA
13649,650480.34,4765465.15,923.52,0.548,0.557,0.182,-0.132,-0.051,1.185,0.898,AAA
13649,650480.34,4765465.15,923.52,-0.73,-0.844,0.826,0.403,-0.572,0.665,0.382,AAA
13649,650480.34,4765465.15,923.52,-0.395,0.608,0.276,0.009,-0.279,0.726,0.54,AAA
13649,650480.34,4765465.15,923.52,-0.228,0.707,0.747,-0.059,-0.482,0.917,0.472,AAA
13649,650480.34,4765465.15,923.52,-1.572,0.265,0.804,1.11,-0.317,0.743,0.562,AAA
13649,650480.34,4765465.15,923.52,-0.904,-0.176,0.758,0.843,-0.03,1.074,0.804,AAA
13649,650480.34,4765465.15,923.52,-1.292,-0.189,-0.471,-0.254,-0.481,1.017,0.365,AAA
13649,650480.34,4765465.15,923.52,-0.538,0.266,0.386,0.662,-0.246,0.954,0.672,AAA
13649,650480.34,4765465.15,923.52,-0.757,0.563,-0.018,-0.524,-0.481,1.063,0.302,AAA
13649,650480.34,4765465.15,923.52,-0.538,-0.905,-0.201,-0.951,-0.216,1.282,0.605,AAA
13649,650480.34,4765465.15,923.52,-0.439,0.14,0.121,1.051,-0.276,1.144,0.488,AAA
13649,650480.34,4765465.15,923.52,-0.462,0.71,-0.024,0.007,-0.249,0.953,0.513,AAA
13649,650480.34,4765465.15,923.52,-0.305,0.496,1.941,0.205,-0.259,0.857,0.508,AAA
13649,650480.34,4765465.15,923.52,-0.947,-1.345,-0.534,-0.864,-0.002,1.077,0.766,AAA
13649,650480.34,4765465.15,923.52,-0.367,0.266,1.369,0.561,-0.152,0.885,0.706,AAA
13649,650480.34,4765465.15,923.52,-1.291,-0.842,0.889,0.569,-0.199,0.735,0.594,AAA
13649,650480.34,4765465.15,923.52,-0.517,0.402,0.008,1.658,-0.398,0.853,0.508,AAA
13649,650480.34,4765465.15,923.52,1.291,0.755,1.026,-0.031,-0.078,0.795,0.717,AAA
13649,650480.34,4765465.15,923.52,-0.564,-0.644,0.539,0.212,-0.208,1.084,0.642,AAA
13649,650480.34,4765465.15,923.52,-0.756,0.091,-0.099,0.632,-0.095,0.843,0.74,AAA
13649,650480.34,4765465.15,923.52,0.509,0.045,-0.765,-0.816,-0.149,1,0.567,AAA
13649,650480.34,4765465.15,923.52,-0.459,-0.7,0.72,-0.384,-0.055,0.705,0.687,AAA
13649,650480.34,4765465.15,923.52,0.342,-0.228,0.918,-0.147,-0.164,1.216,0.655,AAA
13649,650480.34,4765465.15,923.52,-0.728,0.952,0.125,0.861,-0.535,0.89,0.426,AAA
13649,650480.34,4765465.15,923.52,-0.065,-0.706,-0.446,0.423,-0.458,1.031,0.434,AAA
13649,650480.34,4765465.15,923.52,0.515,0.666,0.617,0.736,-0.036,1.143,0.754,AAA
13649,650480.34,4765465.15,923.52,0.179,0.687,0.924,0.109,-0.298,1.142,0.531,AAA
13649,650480.34,4765465.15,923.52,-0.581,0.027,1.098,0.942,-0.212,0.789,0.593,AAA
13649,650480.34,4765465.15,923.52,-0.819,0.01,0.583,0.642,-0.174,1.162,0.718,AAA
13649,650480.34,4765465.15,923.52,-0.401,-0.492,0.456,0.419,-0.018,1.189,0.942,AAA
13649,650480.34,4765465.15,923.52,-1.027,0.611,0.478,-0.317,-0.149,1.135,0.621,AAA
13649,650480.34,4765465.15,923.52,0.425,-0.111,1.548,0.949,-0.374,1.014,0.356,AAA
13649,650480.34,4765465.15,923.52,-0.216,-0.378,-1.147,0.636,-0.179,1.246,0.756,AAA
13649,650480.34,4765465.15,923.52,-1.566,-1.172,-1.305,-0.296,-0.158,1.037,0.631,AAA
13649,650480.34,4765465.15,923.52,0.228,0.519,-0.573,-0.764,-0.038,1.018,0.798,AAA
13649,650480.34,4765465.15,923.52,-0.834,-0.003,-0.035,0.073,-0.066,1.223,0.774,AAA
13649,650480.34,4765465.15,923.52,-0.293,-0.366,0.921,-0.118,-0.453,1.001,0.41,AAA
13649,650480.34,4765465.15,923.52,0.073,-0.132,-0.198,-0.578,-0.298,1.237,0.567,AAA
13649,650480.34,4765465.15,923.52,-0.691,0.704,1.767,-0.269,-0.338,1.013,0.61,AAA
13649,650480.34,4765465.15,923.52,-0.753,0.121,-0.032,-0.43,-0.203,1.119,0.622,AAA
13649,650480.34,4765465.15,923.52,-0.174,1.357,0.537,0.232,-0.06,1.051,0.827,AAA
13659,650484.15,4765465.45,903.89,-0.439,-0.346,-0.024,0.13,-0.911,0.601,-0.574,AAA
13659,650484.15,4765465.45,903.89,-1.423,-0.348,0.238,-0.159,-0.938,0.962,-0.353,AAA
13659,650484.15,4765465.45,903.89,-0.812,0.961,-1.489,0.579,-0.8,0.718,-0.404,AAA
13659,650484.15,4765465.45,903.89,-1.716,-0.696,0.668,0.969,-0.957,0.309,-0.627,AAA
13659,650484.15,4765465.45,903.89,-1.613,-0.702,0.116,0.016,-1.051,0.742,-0.599,AAA
13659,650484.15,4765465.45,903.89,-0.589,-0.881,1.154,0.188,-1.134,0.965,-0.622,AAA
13659,650484.15,4765465.45,903.89,-0.817,-1.806,-0.199,-0.289,-1.143,0.61,-0.616,AAA
13659,650484.15,4765465.45,903.89,-1.709,-0.498,-0.049,0.056,-0.905,0.573,-0.388,AAA
13659,650484.15,4765465.45,903.89,-1.207,-0.23,0.464,-0.593,-0.719,0.723,-0.446,AAA
13659,650484.15,4765465.45,903.89,-0.608,0.185,1.199,0.909,-0.41,0.8,-0.087,AAA
13659,650484.15,4765465.45,903.89,-1.014,0.167,0.812,-0.346,-0.779,0.743,-0.364,AAA
13659,650484.15,4765465.45,903.89,-1.141,-0.993,-1.342,0.323,-0.961,0.588,-0.398,AAA
13659,650484.15,4765465.45,903.89,-0.208,0.234,0.23,-0.578,-0.79,0.657,-0.467,AAA
13659,650484.15,4765465.45,903.89,-1.964,0.189,0.861,0.895,-0.709,0.985,-0.458,AAA
13659,650484.15,4765465.45,903.89,-1.042,-0.385,-0.106,0.62,-0.78,0.641,-0.44,AAA
13659,650484.15,4765465.45,903.89,-0.766,-0.132,-0.801,0.601,-0.562,1.083,-0.18,AAA
13659,650484.15,4765465.45,903.89,-0.944,-0.549,-1.148,1.025,-1.141,0.438,-0.669,AAA
13659,650484.15,4765465.45,903.89,-0.585,0.044,-0.053,-0.89,-0.887,0.906,-0.563,AAA
13659,650484.15,4765465.45,903.89,-1.745,-0.308,0.736,-0.852,-0.828,0.792,-0.407,AAA
13659,650484.15,4765465.45,903.89,-0.784,0.172,0.269,0.955,-0.815,0.787,-0.469,AAA
13659,650484.15,4765465.45,903.89,-0.581,0.033,0.163,-0.398,-0.689,0.653,-0.329,AAA
13659,650484.15,4765465.45,903.89,-0.037,0.568,1.871,0.275,-0.869,0.659,-0.442,AAA
13659,650484.15,4765465.45,903.89,-2.325,-1.767,-0.614,0.169,-0.77,0.91,-0.384,AAA
13659,650484.15,4765465.45,903.89,-0.772,-0.303,0.739,0.161,-0.76,0.619,-0.311,AAA
13659,650484.15,4765465.45,903.89,-2.61,-1.103,0.262,0.106,-1.006,0.93,-0.478,AAA
13659,650484.15,4765465.45,903.89,-0.651,0.267,-0.497,1.139,-0.622,0.95,-0.291,AAA
13659,650484.15,4765465.45,903.89,0.241,-0.332,0.118,0.428,-1.041,0.623,-0.562,AAA
13659,650484.15,4765465.45,903.89,-1.888,-0.633,0.114,0.588,-1.262,0.358,-0.753,AAA
13659,650484.15,4765465.45,903.89,-1.333,-0.562,-0.814,0.071,-0.746,0.54,-0.441,AAA
13659,650484.15,4765465.45,903.89,-0.841,0.819,-1.183,-0.53,-0.961,0.543,-0.558,AAA
13659,650484.15,4765465.45,903.89,-1.306,-0.68,-0.47,-0.187,-0.943,0.561,-0.447,AAA
13659,650484.15,4765465.45,903.89,-0.531,-0.837,0.975,-0.275,-0.627,0.787,-0.217,AAA
13659,650484.15,4765465.45,903.89,-1.141,0.233,-0.145,0.066,-0.846,0.983,-0.37,AAA
13659,650484.15,4765465.45,903.89,-0.991,-0.974,-0.445,0.154,-0.855,0.728,-0.478,AAA
13659,650484.15,4765465.45,903.89,-0.266,0.273,0.776,0.075,-0.585,0.793,-0.317,AAA
13659,650484.15,4765465.45,903.89,-0.914,-0.625,-1.012,-0.036,-0.877,0.971,-0.381,AAA
13659,650484.15,4765465.45,903.89,-0.31,-1.034,-0.402,1.093,-0.965,0.782,-0.436,AAA
13659,650484.15,4765465.45,903.89,-1.886,-0.296,0.687,0.6,-0.775,0.647,-0.404,AAA
13659,650484.15,4765465.45,903.89,-2.079,-1.423,-0.545,0.518,-0.868,0.865,-0.53,AAA
13659,650484.15,4765465.45,903.89,-1.257,-0.527,0.572,0.549,-0.773,0.644,-0.335,AAA
13659,650484.15,4765465.45,903.89,0.664,0.455,-0.152,0.584,-1.073,0.722,-0.586,AAA
13659,650484.15,4765465.45,903.89,-1.567,-0.904,-2.004,0.142,-0.7,0.762,-0.424,AAA
13659,650484.15,4765465.45,903.89,-1.334,-0.284,1.258,0.665,-1.181,0.769,-0.616,AAA
13659,650484.15,4765465.45,903.89,-0.947,-0.038,0.062,-0.797,-0.915,0.507,-0.513,AAA
13659,650484.15,4765465.45,903.89,-1.126,-0.587,-0.65,0.458,-0.893,0.512,-0.591,AAA
13659,650484.15,4765465.45,903.89,-1.432,-1.943,0.315,0.175,-1.01,0.736,-0.531,AAA
13659,650484.15,4765465.45,903.89,-1.865,-1.316,0.579,0.033,-0.901,0.756,-0.5,AAA
13659,650484.15,4765465.45,903.89,-0.887,0.176,0.715,0.081,-1.043,0.88,-0.521,AAA
13659,650484.15,4765465.45,903.89,-0.939,-1.118,1.905,0.087,-0.846,0.898,-0.463,AAA
13659,650484.15,4765465.45,903.89,-1.65,-1.716,-0.077,-0.059,-0.928,0.696,-0.545,AAA
13682,650492.99,4765466.09,858.75,-0.209,-0.101,1.073,0.925,-0.974,1.153,0.13,AAA
13682,650492.99,4765466.09,858.75,0.232,-0.581,1.824,0.133,-0.645,1.02,0.249,AAA
13682,650492.99,4765466.09,858.75,-0.193,-0.335,0.791,-0.018,-0.756,1.015,0.315,AAA
13682,650492.99,4765466.09,858.75,-0.613,-0.566,-0.45,-0.065,-0.78,0.961,0.298,AAA
13682,650492.99,4765466.09,858.75,-0.957,-0.698,1.284,0.035,-1.03,0.759,0.086,AAA
13682,650492.99,4765466.09,858.75,-0.905,1.05,-0.166,-0.224,-0.722,1.193,0.393,AAA
13682,650492.99,4765466.09,858.75,-1.118,-0.223,0.13,-0.447,-0.666,0.927,0.271,AAA
13682,650492.99,4765466.09,858.75,-1.162,-0.121,0.247,-0.465,-0.963,1.027,0.094,AAA
13682,650492.99,4765466.09,858.75,-0.457,0.711,-0.216,-0.484,-0.846,0.919,0.078,AAA
13682,650492.99,4765466.09,858.75,-0.648,0.71,0.362,-0.06,-0.73,1.012,0.287,AAA
13682,650492.99,4765466.09,858.75,-1.148,-1.482,0.112,0.012,-1.014,1.211,0.046,AAA
13682,650492.99,4765466.09,858.75,-1.614,0.896,0.271,0.827,-0.979,1.141,0.148,AAA
13682,650492.99,4765466.09,858.75,-0.418,0.215,-0.77,-0.641,-0.77,1.032,0.129,AAA
13682,650492.99,4765466.09,858.75,-0.329,0.503,0.027,0.269,-0.872,0.992,0.157,AAA
13682,650492.99,4765466.09,858.75,-0.226,0.707,-0.302,0.222,-0.647,1.29,0.41,AAA
13682,650492.99,4765466.09,858.75,-1.734,-1.052,-2.49,-1.049,-0.677,0.867,0.203,AAA
13682,650492.99,4765466.09,858.75,-0.314,-0.489,-0.886,-0.318,-0.774,1.309,0.286,AAA
13682,650492.99,4765466.09,858.75,-0.794,-0.255,0.69,-0.28,-0.99,0.986,0.18,AAA
